
code	|	name	|	preferred name	|	taxid
1	|	Lactobacillus buchneri	|	Lentilactobacillus buchneri	|	1581
1	|	Lactobacillus cacaonum	|	Liquorilactobacillus cacaonum	|	483012
1	|	Lactobacillus camelliae	|	Lacticaseibacillus camelliae	|	381742
1	|	Lactobacillus capillatus	|	Liquorilactobacillus capillatus	|	480931
1	|	Lactobacillus casei	|	Lacticaseibacillus casei	|	1582
1	|	Lactobacillus ceti	|	Ligilactobacillus ceti	|	395085
1	|	Lactobacillus coleohominis	|	Limosilactobacillus coleohominis	|	181675
1	|	Lactobacillus collinoides	|	Secundilactobacillus collinoides	|	33960
1	|	Lactobacillus composti	|	Agrilactobacillus composti	|	398555
1	|	Lactobacillus concavus	|	Lapidilactobacillus concavus	|	287844
1	|	Lactobacillus coryniformis	|	Loigolactobacillus coryniformis	|	1610
1	|	Lactobacillus crispatus	|	 	|	47770
1	|	Lactobacillus curvatus	|	Latilactobacillus curvatus	|	28038
1	|	Lactobacillus delbrueckii	|	 	|	1584
1	|	Lactobacillus dextrinicus	|	Lapidilactobacillus dextrinicus	|	51664
1	|	Lactobacillus diolivorans	|	Lentilactobacillus diolivorans	|	179838
1	|	Lactobacillus equi	|	Ligilactobacillus equi	|	137357
1	|	Lactobacillus fabifermentans	|	Lactiplantibacillus fabifermentans	|	483011
1	|	Lactobacillus farciminis	|	Companilactobacillus farciminis	|	1612
1	|	Lactobacillus farraginis	|	Lentilactobacillus farraginis	|	390841
1	|	Lactobacillus fermentum	|	Limosilactobacillus fermentum	|	1613
1	|	Lactobacillus floricola	|	Holzapfeliella floricola	|	679249
1	|	Lactobacillus florum	|	Fructilactobacillus florum	|	640331
1	|	Lactobacillus fructivorans	|	Fructilactobacillus fructivorans	|	1614
1	|	Lactobacillus frumenti	|	Limosilactobacillus frumenti	|	104955
1	|	Lactobacillus fuchuensis	|	Latilactobacillus fuchuensis	|	164393
1	|	Lactobacillus gallinarum	|	 	|	52242
1	|	Lactobacillus gasseri	|	 	|	1596
1	|	Lactobacillus gastricus	|	Limosilactobacillus gastricus	|	227942
1	|	Lactobacillus ghanensis	|	Liquorilactobacillus ghanensis	|	399370
1	|	Lactobacillus graminis	|	Latilactobacillus graminis	|	60519
1	|	Lactobacillus hammesii	|	Levilactobacillus hammesii	|	267633
1	|	Lactobacillus hamsteri	|	 	|	96565
1	|	Lactobacillus helveticus	|	 	|	1587
1	|	Lactobacillus hilgardii	|	Lentilactobacillus hilgardii	|	1588
2	|	Lactobacillus homohiochii	|	Fructilactobacillus fructivorans	|	1614
1	|	Lactobacillus hordei	|	Liquorilactobacillus hordei	|	468911
1	|	Lactobacillus iners	|	 	|	147802
1	|	Lactobacillus intestinalis	|	 	|	151781
1	|	Lactobacillus jensenii	|	 	|	109790
1	|	Lactobacillus johnsonii	|	 	|	33959
1	|	Lactobacillus kalixensis	|	 	|	227944
1	|	Lactobacillus kefiranofaciens	|	 	|	267818
1	|	Lactobacillus kefiri	|	Lentilactobacillus kefiri	|	33962
1	|	Lactobacillus kitasatonis	|	 	|	237446
1	|	Lactobacillus kunkeei	|	Apilactobacillus kunkeei	|	148814
1	|	Lactobacillus lindneri	|	Fructilactobacillus lindneri	|	53444
1	|	Lactobacillus malefermentans	|	Secundilactobacillus malefermentans	|	176292
1	|	Lactobacillus mali	|	Liquorilactobacillus mali	|	1618
1	|	Lactobacillus manihotivorans	|	Lacticaseibacillus manihotivorans	|	88233
1	|	Lactobacillus mindensis	|	Companilactobacillus mindensis	|	167481
1	|	Lactobacillus mucosae	|	Limosilactobacillus mucosae	|	97478
1	|	Lactobacillus murinus	|	Ligilactobacillus murinus	|	1622
1	|	Lactobacillus namurensis	|	Levilactobacillus namurensis	|	380393
1	|	Lactobacillus nantensis	|	Companilactobacillus nantensis	|	305793
1	|	Lactobacillus nodensis	|	Companilactobacillus nodensis	|	460870
1	|	Lactobacillus odoratitofui	|	Secundilactobacillus odoratitofui	|	480930
1	|	Lactobacillus oligofermentans	|	Paucilactobacillus oligofermentans	|	293371
1	|	Lactobacillus oris	|	Limosilactobacillus oris	|	1632
1	|	Lactobacillus otakiensis	|	Lentilactobacillus otakiensis	|	481720
1	|	Lactobacillus ozensis	|	Apilactobacillus ozensis	|	866801
1	|	Lactobacillus pantheris	|	Lacticaseibacillus pantheris	|	171523
1	|	Lactobacillus parabuchneri	|	Lentilactobacillus parabuchneri	|	152331
1	|	Lactobacillus paracasei	|	Lacticaseibacillus paracasei	|	1597
1	|	Lactobacillus paracollinoides	|	Secundilactobacillus paracollinoides	|	240427
1	|	Lactobacillus parafarraginis	|	Lentilactobacillus parafarraginis	|	390842
1	|	Lactobacillus paralimentarius	|	Companilactobacillus paralimentarius	|	83526
1	|	Lactobacillus paraplantarum	|	Lactiplantibacillus paraplantarum	|	60520
1	|	Lactobacillus paucivorans	|	Levilactobacillus paucivorans	|	616990
1	|	Lactobacillus pentosus	|	Lactiplantibacillus pentosus	|	1589
1	|	Lactobacillus perolens	|	Schleiferilactobacillus perolens	|	100468
1	|	Lactobacillus plantarum	|	Lactiplantibacillus plantarum	|	1590
1	|	Lactobacillus psittaci	|	 	|	116089
1	|	Lactobacillus rapi	|	Lentilactobacillus rapi	|	481723
1	|	Lactobacillus rennini	|	Loigolactobacillus rennini	|	238013
1	|	Lactobacillus reuteri	|	Limosilactobacillus reuteri	|	1598
1	|	Lactobacillus rhamnosus	|	Lacticaseibacillus rhamnosus	|	47715
1	|	Lactobacillus rossiae	|	Furfurilactobacillus rossiae	|	231049
1	|	Lactobacillus ruminis	|	Ligilactobacillus ruminis	|	1623
1	|	Lactobacillus saerimneri	|	Ligilactobacillus saerimneri	|	228229
1	|	Lactobacillus sakei	|	Latilactobacillus sakei	|	1599
1	|	Lactobacillus salivarius	|	Ligilactobacillus salivarius	|	1624
1	|	Lactobacillus sanfranciscensis	|	Fructilactobacillus sanfranciscensis	|	1625
1	|	Lactobacillus saniviri	|	Lacticaseibacillus saniviri	|	931533
1	|	Lactobacillus satsumensis	|	Liquorilactobacillus satsumensis	|	259059
1	|	Lactobacillus secaliphilus	|	Limosilactobacillus secaliphilus	|	396268
1	|	Lactobacillus senioris	|	Lentilactobacillus senioris	|	931534
1	|	Lactobacillus sharpeae	|	Lacticaseibacillus sharpeae	|	1626
1	|	Lactobacillus siliginis	|	Furfurilactobacillus siliginis	|	348151
1	|	Lactobacillus similis	|	Secundilactobacillus similis	|	414682
1	|	Lactobacillus spicheri	|	Levilactobacillus spicheri	|	216463
1	|	Lactobacillus sucicola	|	Liquorilactobacillus sucicola	|	519050
1	|	Lactobacillus suebicus	|	Paucilactobacillus suebicus	|	152335
1	|	Lactobacillus sunkii	|	Lentilactobacillus sunkii	|	481719
1	|	Lactobacillus taiwanensis	|	 	|	508451
1	|	Lactobacillus thailandensis	|	Lacticaseibacillus thailandensis	|	381741
1	|	Lactobacillus tucceti	|	Companilactobacillus tucceti	|	238012
1	|	Lactobacillus ultunensis	|	 	|	227945
1	|	Lactobacillus uvarum	|	Liquorilactobacillus uvarum	|	303240
1	|	Lactobacillus vaccinostercus	|	Paucilactobacillus vaccinostercus	|	176291
1	|	Lactobacillus vaginalis	|	Limosilactobacillus vaginalis	|	1633
1	|	Lactobacillus versmoldensis	|	Companilactobacillus versmoldensis	|	194326
1	|	Lactobacillus vini	|	Liquorilactobacillus vini	|	238015
1	|	Lactobacillus zeae	|	Lacticaseibacillus zeae	|	57037
1	|	Lactobacillus zymae	|	Levilactobacillus zymae	|	267363
1	|	Lactococcus garvieae	|	 	|	1363
1	|	Lactococcus lactis	|	 	|	1358
1	|	Lactococcus piscium	|	 	|	1364
1	|	Lactococcus raffinolactis	|	 	|	1366
1	|	Laribacter hongkongensis	|	 	|	168471
1	|	Lautropia mirabilis	|	 	|	47671
1	|	Leadbetterella byssophila	|	 	|	316068
1	|	Lechevalieria aerocolonigenes	|	Lentzea aerocolonigenes	|	68170
1	|	Leclercia adecarboxylata	|	 	|	83655
1	|	Legionella anisa	|	 	|	28082
1	|	Legionella birminghamensis	|	 	|	28083
1	|	Legionella brunensis	|	 	|	29422
1	|	Legionella cherrii	|	 	|	28084
1	|	Legionella cincinnatiensis	|	 	|	28085
1	|	Legionella drozanskii	|	 	|	96228
1	|	Legionella erythra	|	 	|	448
1	|	Legionella fallonii	|	 	|	96230
1	|	Legionella feeleii	|	 	|	453
1	|	Legionella geestiana	|	 	|	45065
1	|	Legionella gratiana	|	 	|	45066
1	|	Legionella hackeliae	|	 	|	449
1	|	Legionella israelensis	|	 	|	454
1	|	Legionella jamestowniensis	|	 	|	455
1	|	Legionella jordanis	|	 	|	456
1	|	Legionella lansingensis	|	 	|	45067
1	|	Legionella londiniensis	|	 	|	45068
1	|	Legionella longbeachae	|	 	|	450
1	|	Legionella moravica	|	 	|	39962
1	|	Legionella nautarum	|	 	|	45070
1	|	Legionella oakridgensis	|	 	|	29423
1	|	Legionella parisiensis	|	 	|	45071
1	|	Legionella pneumophila	|	 	|	446
1	|	Legionella quinlivanii	|	 	|	45073
1	|	Legionella rubrilucens	|	 	|	458
1	|	Legionella sainthelensi	|	 	|	28087
1	|	Legionella santicrucis	|	 	|	45074
1	|	Legionella shakespearei	|	 	|	45075
1	|	Legionella spiritensis	|	 	|	452
1	|	Legionella steigerwaltii	|	 	|	460
1	|	Legionella tucsonensis	|	 	|	40335
1	|	Legionella waltersii	|	 	|	66969
1	|	Legionella worsleiensis	|	 	|	45076
1	|	Leifsonia aquatica	|	 	|	144185
1	|	Leifsonia xyli	|	 	|	1575
1	|	Leisingera methylohalidivorans	|	 	|	133924
1	|	Leptolinea tardivitalis	|	 	|	229920
1	|	Leptonema illini	|	 	|	183
1	|	Leptospira alexanderi	|	 	|	100053
1	|	Leptospira borgpetersenii	|	 	|	174
1	|	Leptospira broomii	|	 	|	301541
1	|	Leptospira fainei	|	 	|	48782
1	|	Leptospira inadai	|	 	|	29506
1	|	Leptospira interrogans	|	 	|	173
1	|	Leptospira kirschneri	|	 	|	29507
1	|	Leptospira meyeri	|	 	|	29508
1	|	Leptospira noguchii	|	 	|	28182
1	|	Leptospira santarosai	|	 	|	28183
1	|	Leptospira weilii	|	 	|	28184
1	|	Leptospirillum ferriphilum	|	 	|	178606
1	|	Leptospirillum ferrooxidans	|	 	|	180
1	|	Leptotrichia buccalis	|	 	|	40542
1	|	Leptotrichia goodfellowii	|	Pseudoleptotrichia goodfellowii	|	157692
1	|	Leptotrichia hofstadii	|	 	|	157688
1	|	Leptotrichia wadei	|	 	|	157687
1	|	Leucobacter chromiiresistens	|	 	|	1079994
1	|	Leuconostoc carnosum	|	 	|	1252
1	|	Leuconostoc citreum	|	 	|	33964
1	|	Leuconostoc gelidum	|	 	|	1244
1	|	Leuconostoc lactis	|	 	|	1246
1	|	Leuconostoc mesenteroides	|	 	|	1245
1	|	Leuconostoc pseudomesenteroides	|	 	|	33968
1	|	Levilinea saccharolytica	|	 	|	229921
1	|	Limnohabitans planktonicus	|	 	|	540060
1	|	Listeria grayi	|	 	|	1641
1	|	Listeria innocua	|	 	|	1642
1	|	Listeria ivanovii	|	 	|	1638
1	|	Listeria monocytogenes	|	 	|	1639
1	|	Listeria rocourtiae	|	 	|	647910
1	|	Listeria seeligeri	|	 	|	1640
1	|	Listeria welshimeri	|	 	|	1643
1	|	Litoreibacter arenae	|	 	|	491388
1	|	Loktanella hongkongensis	|	Limimaricola hongkongensis	|	278132
1	|	Loktanella vestfoldensis	|	Yoonia vestfoldensis	|	245188
1	|	Luteibacter yeojuensis	|	 	|	345309
1	|	Lutibaculum baratangense	|	 	|	1358440
1	|	Lysinibacillus fusiformis	|	 	|	28031
1	|	Lysinibacillus macroides	|	 	|	33935
1	|	Lysinibacillus sphaericus	|	 	|	1421
1	|	Lysinibacillus xylanilyticus	|	 	|	582475
1	|	Lysobacter antibioticus	|	 	|	84531
1	|	Lysobacter capsici	|	 	|	435897
1	|	Lysobacter concretionis	|	 	|	262325
1	|	Lysobacter daejeonensis	|	 	|	346181
1	|	Lysobacter defluvii	|	 	|	391738
1	|	Lysobacter dokdonensis	|	 	|	414050
1	|	Lysobacter enzymogenes	|	 	|	69
1	|	Lysobacter gummosus	|	 	|	262324
1	|	Macrococcus caseolyticus	|	 	|	69966
1	|	Magnetospirillum gryphiswaldense	|	 	|	55518
1	|	Magnetospirillum magnetotacticum	|	 	|	188
1	|	Mahella australiensis	|	 	|	252966
1	|	Mannheimia haemolytica	|	 	|	75985
1	|	Mannheimia varigena	|	 	|	85404
1	|	Maribacter dokdonensis	|	 	|	320912
1	|	Maricaulis maris	|	 	|	74318
1	|	Marichromatium gracile	|	 	|	1048
1	|	Marichromatium purpuratum	|	 	|	37487
1	|	Marinithermus hydrothermalis	|	 	|	186192
1	|	Marinitoga piezophila	|	 	|	149715
1	|	Marinobacter adhaerens	|	 	|	1033846
1	|	Marinobacter algicola	|	 	|	236100
2	|	Marinobacter hydrocarbonoclasticus	|	Marinobacter nauticus	|	2743
1	|	Marinobacter lipolyticus	|	 	|	209639
1	|	Marinobacter santoriniensis	|	 	|	523742
1	|	Marinomonas mediterranea	|	 	|	119864
1	|	Marinomonas ushuaiensis	|	 	|	263818
1	|	Marinovum algicola	|	 	|	42444
1	|	Mariprofundus ferrooxydans	|	 	|	314344
1	|	Marivirga tractuosa	|	 	|	1006
1	|	Marvinbryantia formatexigens	|	 	|	168384
1	|	Massilia timonae	|	 	|	47229
1	|	Megamonas funiformis	|	 	|	437897
1	|	Megasphaera cerevisiae	|	 	|	39029
1	|	Megasphaera elsdenii	|	 	|	907
1	|	Megasphaera micronuciformis	|	 	|	187326
1	|	Meiothermus ruber	|	 	|	277
1	|	Meiothermus silvanus	|	Allomeiothermus silvanus	|	52022
1	|	Meiothermus taiwanensis	|	 	|	172827
1	|	Mesoplasma florum	|	 	|	2151
1	|	Mesorhizobium amorphae	|	 	|	71433
1	|	Mesorhizobium ciceri	|	 	|	39645
1	|	Mesorhizobium huakuii	|	 	|	28104
1	|	Mesorhizobium loti	|	 	|	381
1	|	Mesorhizobium plurifarium	|	 	|	69974
1	|	Mesotoga prima	|	 	|	1184387
1	|	Methylibium petroleiphilum	|	 	|	105560
1	|	Methylobacillus flagellatus	|	 	|	405
1	|	Methylobacterium aquaticum	|	 	|	270351
1	|	Methylobacterium extorquens	|	Methylorubrum extorquens	|	408
1	|	Methylobacterium mesophilicum	|	 	|	39956
1	|	Methylobacterium oryzae	|	 	|	334852
1	|	Methylobacterium radiotolerans	|	 	|	31998
1	|	Methylobacterium variabile	|	 	|	298794
1	|	Methylocella silvestris	|	 	|	199596
1	|	Methylococcus capsulatus	|	 	|	414
1	|	Methylomicrobium album	|	 	|	39775
1	|	Methylomicrobium alcaliphilum	|	Methylotuvimicrobium alcaliphilum	|	271065
1	|	Methylomonas methanica	|	 	|	421
1	|	Methylophaga thiooxydans	|	 	|	392484
1	|	Methylotenera mobilis	|	 	|	359408
1	|	Methyloversatilis universalis	|	 	|	378211
1	|	Microbacterium azadirachtae	|	 	|	582680
1	|	Microbacterium chocolatum	|	 	|	84292
1	|	Microbacterium foliorum	|	 	|	104336
1	|	Microbacterium ginsengisoli	|	 	|	400772
1	|	Microbacterium hominis	|	 	|	162426
1	|	Microbacterium hydrocarbonoxydans	|	 	|	273678
1	|	Microbacterium ketosireducens	|	 	|	92835
1	|	Microbacterium laevaniformans	|	 	|	36807
1	|	Microbacterium oleivorans	|	 	|	273677
1	|	Microbacterium oxydans	|	 	|	82380
1	|	Microbacterium testaceum	|	 	|	2033
1	|	Microbacterium trichothecenolyticum	|	 	|	69370
1	|	Microbulbifer thermotolerans	|	 	|	252514
1	|	Micrococcus luteus	|	 	|	1270
1	|	Microlunatus phosphovorus	|	 	|	29405
1	|	Micromonospora aurantiaca	|	 	|	47850
1	|	Micromonospora carbonacea	|	 	|	47853
1	|	Micromonospora lupini	|	 	|	285679
1	|	Micromonospora rifamycinica	|	 	|	291594
1	|	Micromonospora rosaria	|	 	|	47874
1	|	Microscilla marina	|	 	|	1027
1	|	Microterricola viridarii	|	 	|	412690
1	|	Mitsuokella multacida	|	 	|	52226
1	|	Mobiluncus curtisii	|	 	|	2051
1	|	Mobiluncus mulieris	|	 	|	2052
1	|	Modestobacter marinus	|	 	|	477641
1	|	Moellerella wisconsensis	|	 	|	158849
1	|	Mogibacterium timidum	|	 	|	35519
1	|	Moorella glycerini	|	 	|	55779
1	|	Moorella thermoacetica	|	 	|	1525
1	|	Moraxella atlantae	|	 	|	34059
1	|	Moraxella bovoculi	|	 	|	386891
1	|	Moraxella catarrhalis	|	 	|	480
1	|	Moraxella lacunata	|	 	|	477
1	|	Moraxella nonliquefaciens	|	 	|	478
1	|	Moraxella osloensis	|	 	|	34062
1	|	Moraxella ovis	|	 	|	29433
1	|	Morganella morganii	|	 	|	582
1	|	Moritella viscosa	|	 	|	80854
1	|	Morococcus cerebrosus	|	 	|	1056807
1	|	Mucilaginibacter paludis	|	 	|	423351
1	|	Muricauda ruestringensis	|	 	|	111501
1	|	Mycobacterium arupense	|	Mycolicibacter arupensis	|	342002
1	|	Mycobacterium abscessus	|	Mycobacteroides abscessus	|	36809
1	|	Mycobacterium aromaticivorans	|	Mycolicibacterium aromaticivorans	|	318425
1	|	Mycobacterium asiaticum	|	 	|	1790
1	|	Mycobacterium avium	|	 	|	1764
1	|	Mycobacterium bohemicum	|	 	|	56425
2	|	Mycobacterium bovis	|	Mycobacterium tuberculosis variant bovis	|	1765
1	|	Mycobacterium chelonae	|	Mycobacteroides chelonae	|	1774
1	|	Mycobacterium chlorophenolicum	|	Mycolicibacterium chlorophenolicum	|	37916
1	|	Mycobacterium chubuense	|	Mycolicibacterium chubuense	|	1800
1	|	Mycobacterium colombiense	|	 	|	339268
1	|	Mycobacterium conceptionense	|	Mycolicibacterium conceptionense	|	451644
1	|	Mycobacterium cosmeticum	|	Mycolicibacterium cosmeticum	|	258533
1	|	Mycobacterium elephantis	|	Mycolicibacterium elephantis	|	81858
1	|	Mycobacterium europaeum	|	 	|	761804
1	|	Mycobacterium farcinogenes	|	Mycolicibacterium farcinogenes	|	1802
1	|	Mycobacterium flavescens	|	Mycolicibacterium flavescens	|	1776
1	|	Mycobacterium fortuitum	|	Mycolicibacterium fortuitum	|	1766
1	|	Mycobacterium gastri	|	 	|	1777
1	|	Mycobacterium gilvum	|	Mycolicibacterium gilvum	|	1804
1	|	Mycobacterium gordonae	|	 	|	1778
1	|	Mycobacterium haemophilum	|	 	|	29311
1	|	Mycobacterium hassiacum	|	Mycolicibacterium hassiacum	|	46351
1	|	Mycobacterium heckeshornense	|	 	|	110505
1	|	Mycobacterium holsaticum	|	Mycolicibacterium holsaticum	|	152142
1	|	Mycobacterium immunogenum	|	Mycobacteroides immunogenum	|	83262
1	|	Mycobacterium intermedium	|	 	|	28445
1	|	Mycobacterium intracellulare	|	 	|	1767
1	|	Mycobacterium kansasii	|	 	|	1768
1	|	Mycobacterium kumamotonense	|	Mycolicibacter kumamotonensis	|	354243
1	|	Mycobacterium kyorinense	|	 	|	487514
1	|	Mycobacterium lentiflavum	|	 	|	141349
1	|	Mycobacterium llatzerense	|	Mycolicibacterium llatzerense	|	280871
1	|	Mycobacterium mageritense	|	Mycolicibacterium mageritense	|	53462
1	|	Mycobacterium malmoense	|	 	|	1780
1	|	Mycobacterium marinum	|	 	|	1781
1	|	Mycobacterium mucogenicum	|	Mycolicibacterium mucogenicum	|	56689
1	|	Mycobacterium nebraskense	|	 	|	244292
1	|	Mycobacterium neoaurum	|	Mycolicibacterium neoaurum	|	1795
1	|	Mycobacterium neworleansense	|	Mycolicibacterium neworleansense	|	146018
1	|	Mycobacterium novocastrense	|	Mycolicibacterium novocastrense	|	59813
1	|	Mycobacterium obuense	|	Mycolicibacterium obuense	|	1807
1	|	Mycobacterium parascrofulaceum	|	 	|	240125
1	|	Mycobacterium peregrinum	|	Mycolicibacterium peregrinum	|	43304
1	|	Mycobacterium phlei	|	Mycolicibacterium phlei	|	1771
1	|	Mycobacterium porcinum	|	Mycolicibacterium porcinum	|	39693
1	|	Mycobacterium pseudoshottsii	|	 	|	265949
1	|	Mycobacterium rhodesiae	|	Mycolicibacterium rhodesiae	|	36814
1	|	Mycobacterium rufum	|	Mycolicibacterium rufum	|	318424
1	|	Mycobacterium scrofulaceum	|	 	|	1783
1	|	Mycobacterium senegalense	|	Mycolicibacterium senegalense	|	1796
1	|	Mycobacterium setense	|	Mycolicibacterium setense	|	431269
1	|	Mycobacterium sherrisii	|	 	|	243061
1	|	Mycobacterium shimoidei	|	 	|	29313
1	|	Mycobacterium simiae	|	 	|	1784
1	|	Mycobacterium smegmatis	|	Mycolicibacterium smegmatis	|	1772
1	|	Mycobacterium szulgai	|	 	|	1787
1	|	Mycobacterium thermoresistibile	|	Mycolicibacterium thermoresistibile	|	1797
1	|	Mycobacterium triplex	|	 	|	47839
1	|	Mycobacterium triviale	|	Mycolicibacillus trivialis	|	1798
1	|	Mycoplasma agalactiae	|	Mycoplasmopsis agalactiae	|	2110
1	|	Mycobacterium vaccae	|	Mycolicibacterium vaccae	|	1810
1	|	Mycobacterium vanbaalenii	|	Mycolicibacterium vanbaalenii	|	110539
1	|	Mycobacterium vulneris	|	Mycolicibacterium vulneris	|	547163
1	|	Mycobacterium xenopi	|	 	|	1789
1	|	Mycoplasma arginini	|	Mycoplasmopsis arginini	|	2094
1	|	Mycoplasma arthritidis	|	Metamycoplasma arthritidis	|	2111
1	|	Mycoplasma bovis	|	Mycoplasmopsis bovis	|	28903
1	|	Mycoplasma bovoculi	|	Mesomycoplasma bovoculi	|	45362
1	|	Mycoplasma californicum	|	Mycoplasmopsis californica	|	2113
1	|	Mycoplasma dispar	|	Mesomycoplasma dispar	|	86660
1	|	Mycoplasma fermentans	|	Mycoplasmopsis fermentans	|	2115
1	|	Mycoplasma gallinarum	|	Mycoplasmopsis gallinarum	|	29557
1	|	Mycoplasma gallisepticum	|	Mycoplasmoides gallisepticum	|	2096
1	|	Mycoplasma genitalium	|	Mycoplasmoides genitalium	|	2097
1	|	Mycoplasma hominis	|	Metamycoplasma hominis	|	2098
1	|	Mycoplasma hyorhinis	|	Mesomycoplasma hyorhinis	|	2100
1	|	Mycoplasma leachii	|	 	|	2105
1	|	Mycoplasma meleagridis	|	Mycoplasmopsis meleagridis	|	29561
1	|	Mycoplasma mycoides	|	 	|	2102
1	|	Mycoplasma penetrans	|	Malacoplasma penetrans	|	28227
1	|	Mycoplasma pneumoniae	|	Mycoplasmoides pneumoniae	|	2104
1	|	Mycoplasma pulmonis	|	Mycoplasmopsis pulmonis	|	2107
1	|	Mycoplasma synoviae	|	Mycoplasmopsis synoviae	|	2109
1	|	Mycoplasma yeatsii	|	 	|	51365
1	|	Myroides marinus	|	 	|	703342
1	|	Myroides odoratus	|	 	|	256
1	|	Myroides profundi	|	 	|	480520
1	|	Myxococcus fulvus	|	 	|	33
1	|	Myxococcus stipitatus	|	 	|	83455
1	|	Myxococcus xanthus	|	 	|	34
1	|	Nakamurella multipartita	|	 	|	53461
1	|	Natranaerobius thermophilus	|	 	|	375929
1	|	Nautilia profundicola	|	 	|	244787
1	|	Neisseria bacilliformis	|	 	|	267212
1	|	Neisseria cinerea	|	 	|	483
1	|	Neisseria elongata	|	 	|	495
1	|	Neisseria flavescens	|	 	|	484
1	|	Neisseria gonorrhoeae	|	 	|	485
1	|	Neisseria weaveri	|	 	|	28091
1	|	Neisseria lactamica	|	 	|	486
1	|	Neisseria macacae	|	 	|	496
1	|	Nocardia farcinica	|	 	|	37329
1	|	Neisseria meningitidis	|	 	|	487
1	|	Neisseria mucosa	|	 	|	488
1	|	Neisseria polysaccharea	|	 	|	489
1	|	Neisseria shayeganii	|	 	|	607712
1	|	Neisseria sicca	|	 	|	490
1	|	Neisseria subflava	|	 	|	28449
1	|	Neisseria wadsworthii	|	 	|	607711
1	|	Nereida ignava	|	 	|	282199
1	|	Nesterenkonia jeotgali	|	 	|	317018
1	|	Niabella soli	|	 	|	446683
1	|	Niastella koreensis	|	 	|	354356
1	|	Nitratifractor salsuginis	|	 	|	269261
1	|	Nitratireductor aquibiodomus	|	 	|	204799
1	|	Nitrobacter hamburgensis	|	 	|	912
1	|	Nitrobacter winogradskyi	|	 	|	913
1	|	Nitrosomonas europaea	|	 	|	915
1	|	Nocardia asteroides	|	 	|	1824
1	|	Nocardia brasiliensis	|	 	|	37326
1	|	Nocardia cyriacigeorgica	|	 	|	135487
1	|	Nocardia nova	|	 	|	37330
1	|	Nocardia seriolae	|	 	|	37332
1	|	Nocardia terpenica	|	 	|	455432
1	|	Nocardioides dokdonensis	|	 	|	450734
1	|	Nocardioides luteus	|	 	|	1844
1	|	Nocardiopsis alba	|	 	|	53437
1	|	Nocardiopsis dassonvillei	|	 	|	2014
1	|	Nonlabens dokdonensis	|	 	|	328515
1	|	Nonlabens ulvanivorans	|	 	|	906888
1	|	Novosphingobium aromaticivorans	|	 	|	48935
1	|	Novosphingobium nitrogenifigens	|	 	|	378548
1	|	Novosphingobium pentaromativorans	|	 	|	205844
1	|	Novosphingobium resinovorum	|	 	|	158500
1	|	Novosphingobium subterraneum	|	 	|	48936
1	|	Novosphingobium tardaugens	|	Caenibius tardaugens	|	169176
1	|	Obesumbacterium proteus	|	 	|	82983
1	|	Oceanibaculum pacificum	|	 	|	580166
1	|	Oceanibulbus indolifex	|	Sulfitobacter indolifex	|	225422
1	|	Oceanicola granulosus	|	 	|	252302
1	|	Oceanithermus profundus	|	 	|	187137
1	|	Oceanobacillus caeni	|	 	|	405946
1	|	Oceanobacillus iheyensis	|	 	|	182710
1	|	Oceanobacillus oncorhynchi	|	 	|	545501
1	|	Oceanobacillus picturae	|	 	|	171693
1	|	Ochrobactrum anthropi	|	Brucella anthropi	|	529
1	|	Ochrobactrum intermedium	|	Brucella intermedia	|	94625
1	|	Ochrobactrum pseudogrignonense	|	Brucella pseudogrignonensis	|	419475
1	|	Octadecabacter arcticus	|	 	|	53946
1	|	Odoribacter laneus	|	 	|	626933
1	|	Odoribacter splanchnicus	|	 	|	28118
1	|	Oenococcus kitaharae	|	 	|	336988
1	|	Oenococcus oeni	|	 	|	1247
1	|	Oerskovia enterophila	|	 	|	43678
1	|	Oleispira antarctica	|	 	|	188908
1	|	Oligella urethralis	|	 	|	90245
1	|	Oligotropha carboxidovorans	|	Afipia carboxidovorans	|	40137
1	|	Olsenella profusa	|	 	|	138595
1	|	Olsenella uli	|	 	|	133926
1	|	Opitutus terrae	|	 	|	107709
1	|	Oribacterium sinus	|	 	|	237576
1	|	Ornithobacterium rhinotracheale	|	 	|	28251
1	|	Oscillibacter valericigenes	|	 	|	351091
1	|	Owenweeksia hongkongensis	|	 	|	253245
1	|	Oxalobacter formigenes	|	 	|	847
1	|	Oxobacter pfennigii	|	 	|	36849
1	|	Paenibacillus alvei	|	 	|	44250
1	|	Paenibacillus amylolyticus	|	 	|	1451
1	|	Paenibacillus barengoltzii	|	 	|	343517
1	|	Paenibacillus beijingensis	|	 	|	1126833
1	|	Paenibacillus borealis	|	 	|	160799
1	|	Paenibacillus curdlanolyticus	|	 	|	59840
1	|	Paenibacillus durus	|	 	|	44251
1	|	Paenibacillus elgii	|	 	|	189691
1	|	Paenibacillus glacialis	|	 	|	494026
1	|	Paenibacillus glucanolyticus	|	 	|	59843
1	|	Paenibacillus graminis	|	 	|	189425
1	|	Paenibacillus lactis	|	 	|	228574
1	|	Paenibacillus larvae	|	 	|	1464
1	|	Paenibacillus macerans	|	 	|	44252
1	|	Paenibacillus macquariensis	|	 	|	948756
1	|	Paenibacillus mucilaginosus	|	 	|	61624
1	|	Paenibacillus naphthalenovorans	|	 	|	162209
1	|	Paenibacillus odorifer	|	 	|	189426
